Board,Level,School,City,Fraser rank,Score / 10,Status,Report entry,PDF page,Source,Directory source,Directory ID,Identity source,Verification note,Source row,Checked on
Thames Valley,Elementary,A.J. Baker,Kintore,1850,5.6,Ranked,A J Baker Kintore,28,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1010,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1850 1097 — A J Baker Kintore 5.6 6.5,2026-09-16
Thames Valley,Elementary,Aberdeen,London,2942,2.3,Ranked,Aberdeen London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1015,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2942 2693 — Aberdeen London 2.3 2.4,2026-09-16
Thames Valley,Elementary,Adelaide-W.G. MacDonald,Strathroy,2436,4.5,Ranked,Adelaide - W G MacDonald Strathroy,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1020,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2436 1706 q Adelaide - W G MacDonald Strathroy 4.5 5.7,2026-09-16
Thames Valley,Elementary,Aldborough,Rodney,2942,2.3,Ranked,Aldborough Rodney,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1025,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2942 2666 — Aldborough Rodney 2.3 2.8,2026-09-16
Thames Valley,Elementary,Algonquin,Woodstock,2556,4.2,Ranked,Algonquin Woodstock,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1030,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2556 1894 — Algonquin Woodstock 4.2 5.3,2026-09-16
Thames Valley,Elementary,Annandale,Tillsonburg,2845,3.1,Ranked,Annandale Tillsonburg,36,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1999,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2845 2643 — Annandale Tillsonburg 3.1 3.0,2026-09-16
Thames Valley,Elementary,Arthur Ford,London,2301,4.8,Ranked,Arthur Ford London,32,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1035,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2301 2357 — Arthur Ford London 4.8 4.3,2026-09-16
Thames Valley,Elementary,Arthur Stringer,London,2860,3.0,Ranked,Arthur Stringer London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1040,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2860 2666 — Arthur Stringer London 3.0 2.8,2026-09-16
Thames Valley,Elementary,Ashley Oaks,London,2993,1.7,Ranked,Ashley Oaks London,38,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1045,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2993 2604 q Ashley Oaks London 1.7 3.3,2026-09-16
Thames Valley,Elementary,Blenheim District,Drumbo,1964,5.4,Ranked,Blenheim Drumbo,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1925,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1964 1754 — Blenheim Drumbo 5.4 5.6,2026-09-16
Thames Valley,Elementary,Bonaventure Meadows,London,2907,2.7,Ranked,Bonaventure Meadows London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=1,1070,tvdsb-elementary-2026-2027.pdf#page=1,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2907 2688 — Bonaventure Meadows London 2.7 2.5,2026-09-16
Thames Valley,Elementary,Byron Northview,London,480,7.7,Ranked,Byron Northview London,17,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1085,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,480 420 — Byron Northview London 7.7 7.6,2026-09-16
Thames Valley,Elementary,Byron Somerset,London,480,7.7,Ranked,Byron Somerset London,17,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1090,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,480 340 — Byron Somerset London 7.7 7.7,2026-09-16
Thames Valley,Elementary,Byron Southwood,London,447,7.8,Ranked,Byron Southwood London,16,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1095,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,447 433 — Byron Southwood London 7.8 7.5,2026-09-16
Thames Valley,Elementary,C.C. Carrothers,London,3009,1.4,Ranked,C C Carrothers London,38,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1100,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,3009 2717 — C C Carrothers London 1.4 1.8,2026-09-16
Thames Valley,Elementary,Caradoc,Mount Brydges,1567,6.0,Ranked,Caradoc Central Mount Brydges,26,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1105,https://schooldirectory.tvdsb.ca/?CategoryIds=&CloseMap=false&FacilityTypeIds=&Keywords=&Page=3&Scroll=true,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1567 1332 — Caradoc Central Mount Brydges 6.0 6.2,2026-09-16
Thames Valley,Elementary,Caradoc North,Strathroy,753,7.2,Ranked,Caradoc North Strathroy,19,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1115,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,753 1421 — Caradoc North Strathroy 7.2 6.1,2026-09-16
Thames Valley,Elementary,Cedar Hollow,London,811,7.1,Ranked,Cedar Hollow London,19,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1830,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,811 921 p Cedar Hollow London 7.1 6.7,2026-09-16
Thames Valley,Elementary,Centennial Central,Arva,927,6.9,Ranked,Centennial Central Arva,20,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1120,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,927 1054 — Centennial Central Arva 6.9 6.6,2026-09-16
Thames Valley,Elementary,Central,Woodstock,2781,3.4,Ranked,Central Woodstock,36,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1125,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2781 2623 — Central Woodstock 3.4 3.2,2026-09-16
Thames Valley,Elementary,Chippewa,London,2211,5.0,Ranked,Chippewa London,31,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=2,1135,tvdsb-elementary-2026-2027.pdf#page=2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2211 1778 — Chippewa London 5.0 5.6,2026-09-16
Thames Valley,Elementary,Clara Brenton,London,532,7.6,Ranked,Clara Brenton London,17,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1140,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,532 561 — Clara Brenton London 7.6 7.3,2026-09-16
Thames Valley,Elementary,Cleardale,London,2258,4.9,Ranked,Cleardale London,32,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1145,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2258 2317 p Cleardale London 4.9 4.5,2026-09-16
Thames Valley,Elementary,Davenport,Aylmer,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1160,tvdsb-elementary-2026-2027.pdf#page=3,현재명과 Aylmer의 전체 원본 항목을 대조했으나 2025 보고서에서 해당 학교의 순위 행을 찾지 못함. 미산출 사유는 단정하지 않음.,,2026-09-16
Thames Valley,Elementary,Delaware Central,Delaware,2891,2.8,Ranked,Delaware Central Delaware,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1165,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2891 n/a n/a Delaware Central Delaware 2.8 n/a,2026-09-16
Thames Valley,Elementary,Dunwich-Dutton,Dutton,2301,4.8,Ranked,Dunwich-Dutton Dutton,32,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1175,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2301 2152 — Dunwich-Dutton Dutton 4.8 4.8,2026-09-16
Thames Valley,Elementary,Eagle Heights,London,2090,5.2,Ranked,Eagle Heights London,30,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1505,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2090 2159 — Eagle Heights London 5.2 4.8,2026-09-16
Thames Valley,Elementary,Ealing,London,2436,4.5,Ranked,Ealing London,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1180,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2436 2109 — Ealing London 4.5 4.9,2026-09-16
Thames Valley,Elementary,East Carling,London,2845,3.1,Ranked,Bishop Townshend London,36,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1065,https://pub-london.escribemeetings.com/filestream.ashx?DocumentId=33717,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2845 2629 — Bishop Townshend London 3.1 3.1,2026-09-16
Thames Valley,Elementary,East Oxford Central,Woodstock,1964,5.4,Ranked,East Oxford Woodstock,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1190,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1964 2311 p East Oxford Woodstock 5.4 4.5,2026-09-16
Thames Valley,Elementary,East Williams Memorial,Ailsa Craig,1567,6.0,Ranked,East Williams Memorial Ailsa Craig,26,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1185,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1567 2109 — East Williams Memorial Ailsa Craig 6.0 4.9,2026-09-16
Thames Valley,Elementary,Eastdale,Woodstock,2891,2.8,Ranked,Eastdale Woodstock,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=3,1195,tvdsb-elementary-2026-2027.pdf#page=3,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2891 2670 — Eastdale Woodstock 2.8 2.7,2026-09-16
Thames Valley,Elementary,Ekcoe Central,Glencoe,1137,6.6,Ranked,Ekcoe Central Glencoe,22,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1205,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1137 2119 — Ekcoe Central Glencoe 6.6 4.9,2026-09-16
Thames Valley,Elementary,Elgin Court,St. Thomas,2509,4.3,Ranked,Elgin Court St. Thomas,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1215,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2509 2356 — Elgin Court St. Thomas 4.3 4.4,2026-09-16
Thames Valley,Elementary,Emily Carr,London,1777,5.7,Ranked,Emily Carr London,28,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1230,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1777 1740 — Emily Carr London 5.7 5.6,2026-09-16
Thames Valley,Elementary,Emily Stowe,Norwich,2624,4.0,Ranked,Emily Stowe Norwich,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1940,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2624 2455 — Emily Stowe Norwich 4.0 4.0,2026-09-16
Thames Valley,Elementary,Éva Circé-Côté F.I.,St. Thomas,811,7.1,Ranked,Eva Circe-Cote FI St. Thomas,20,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1656,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,811 n/a n/a Eva Circe-Cote FI St. Thomas 7.1 n/a,2026-09-16
Thames Valley,Elementary,Evelyn Harrison,London,2436,4.5,Ranked,Evelyn Harrison London,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1245,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2436 2596 — Evelyn Harrison London 4.5 3.4,2026-09-16
Thames Valley,Elementary,Forest City,London,2876,2.9,Ranked,Forest City London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1250,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2876 2576 — Forest City London 2.9 3.5,2026-09-16
Thames Valley,Elementary,Forest Park,St. Thomas,2913,2.6,Ranked,Forest Park St. Thomas,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1260,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2913 2681 — Forest Park St. Thomas 2.6 2.6,2026-09-16
Thames Valley,Elementary,Glen Cairn,London,3024,1.1,Ranked,Glen Cairn London,38,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1265,tvdsb-elementary-2026-2027.pdf#page=4,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,3024 2676 q Glen Cairn London 1.1 2.6,2026-09-16
Thames Valley,Elementary,Harrisfield,Ingersoll,1964,5.4,Ranked,Harris Heights Ingersoll,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=4,1270,https://tvotblog.blogspot.com/2011/09/,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1964 1900 — Harris Heights Ingersoll 5.4 5.3,2026-09-16
Thames Valley,Elementary,Hickson Central,Hickson,993,6.8,Ranked,Hickson Central Hickson,21,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1275,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,993 1624 — Hickson Central Hickson 6.8 5.8,2026-09-16
Thames Valley,Elementary,Hillcrest,London,2860,3.0,Ranked,Hillcrest London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1285,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2860 2561 — Hillcrest London 3.0 3.6,2026-09-16
Thames Valley,Elementary,Innerkip Central,Innerkip,643,7.4,Ranked,Innerkip Central Innerkip,18,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1300,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,643 1380 — Innerkip Central Innerkip 7.4 6.2,2026-09-16
Thames Valley,Elementary,J.S. Buchanan French Immersion,Strathroy,1850,5.6,Ranked,J.S. Buchanan FI PS Strathroy,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1641,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1850 n/a n/a J.S. Buchanan FI PS Strathroy 5.6 n/a,2026-09-16
Thames Valley,Elementary,Jack Chambers,London,149,8.8,Ranked,Jack Chambers London,14,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1305,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,149 37 — Jack Chambers London 8.8 9.0,2026-09-16
Thames Valley,Elementary,Jackson Meadows,London,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1885,https://www.tvdsb.ca/our-board/planning/capital-projects/,2023–24 데이터 이후 신설된 학교로 별도 확인. 2025 보고서에 해당 학교의 순위 행 없음. 다른 학교 점수 대입 안 함.,,2026-09-16
Thames Valley,Elementary,Jeanne Sauvé French Immersion,London,1282,6.4,Ranked,Jeanne-Sauvé PS London,24,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1310,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1282 n/a n/a Jeanne-Sauvé PS London 6.4 n/a,2026-09-16
Thames Valley,Elementary,John Dearness,London,38,9.8,Ranked,John Dearness London,13,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1320,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,38 93 p John Dearness London 9.8 8.5,2026-09-16
Thames Valley,Elementary,John P. Robarts,London,2657,3.9,Ranked,John P Robarts London,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1315,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2657 2614 — John P Robarts London 3.9 3.3,2026-09-16
Thames Valley,Elementary,John Wise,St. Thomas,2474,4.4,Ranked,John Wise St. Thomas,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1905,tvdsb-elementary-2026-2027.pdf#page=5,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2474 2479 — John Wise St. Thomas 4.4 3.9,2026-09-16
Thames Valley,Elementary,June Rose Callwood,St. Thomas,2718,3.7,Ranked,Edward Street St. Thomas,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=5,1200,https://tvotblog.blogspot.com/2011/09/,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2718 2414 q Edward Street St. Thomas 3.7 4.2,2026-09-16
Thames Valley,Elementary,Kensal Park French Immersion,London,1348,6.3,Ranked,Kensal Park PS London,24,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1325,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1348 n/a n/a Kensal Park PS London 6.3 n/a,2026-09-16
Thames Valley,Elementary,Kettle Creek,Port Stanley,1495,6.1,Ranked,Port Stanley Port Stanley,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1535,https://www.cornerstonearchitecture.ca/projects/education/,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1495 n/a n/a Port Stanley Port Stanley 6.1 n/a,2026-09-16
Thames Valley,Elementary,Knollwood Park,London,2925,2.5,Ranked,Knollwood Park London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1330,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2925 2684 — Knollwood Park London 2.5 2.5,2026-09-16
Thames Valley,Elementary,Lambeth,London,313,8.1,Ranked,Lambeth London,15,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1005,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,313 277 p Lambeth London 8.1 7.8,2026-09-16
Thames Valley,Elementary,Laurie Hawkins,Ingersoll,2657,3.9,Ranked,Laurie Hawkins Ingersoll,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1930,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2657 2544 — Laurie Hawkins Ingersoll 3.9 3.7,2026-09-16
Thames Valley,Elementary,Lester B. Pearson School for the Arts,London,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1335,tvdsb-elementary-2026-2027.pdf#page=6,London 학교. Waterloo·Ajax·Brampton 등의 동명 학교와 구분. London의 해당 학교 순위 행 없음.,,2026-09-16
Thames Valley,Elementary,Locke's,St. Thomas,1426,6.2,Ranked,Lockes St. Thomas,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1345,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1426 1861 p Lockes St. Thomas 6.2 5.4,2026-09-16
Thames Valley,Elementary,Lord Elgin,London,2891,2.8,Ranked,Lord Elgin London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1355,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2891 2673 — Lord Elgin London 2.8 2.7,2026-09-16
Thames Valley,Elementary,Lord Nelson,London,2588,4.1,Ranked,Lord Nelson London,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1350,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2588 2568 — Lord Nelson London 4.1 3.6,2026-09-16
Thames Valley,Elementary,Louise Arbour French Immersion,London,873,7.0,Ranked,Louise Arbour FI London,20,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=6,1296,tvdsb-elementary-2026-2027.pdf#page=6,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,873 n/a n/a Louise Arbour FI London 7.0 n/a,2026-09-16
