Board,Level,School,City,Fraser rank,Score / 10,Status,Report entry,PDF page,Source,Directory source,Directory ID,Identity source,Verification note,Source row,Checked on
London Catholic,Elementary,St. Anne's,St. Thomas,1921,5.5,Ranked,St. Anne's St. Thomas,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1921 2123 p St. Anne's St. Thomas 5.5 4.9,2026-09-16
London Catholic,Elementary,Our Lady Immaculate,Strathroy,1921,5.5,Ranked,Our Lady Immaculate Strathroy,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1921 2234 — Our Lady Immaculate Strathroy 5.5 4.6,2026-09-16
London Catholic,Elementary,St. Vincent de Paul,Strathroy,2657,3.9,Ranked,St Vincent de Paul Strathroy,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2657 2377 — St Vincent de Paul Strathroy 3.9 4.3,2026-09-16
London Catholic,Elementary,Monsignor J.H. O'Neil,Tillsonburg,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,"Tillsonburg 학교. J H ONeil, O Neil, O’Neil 등 표기 및 도시 전체 대조. 해당 학교 순위 행 없음.",,2026-09-16
London Catholic,Elementary,St. Joseph's,Tillsonburg,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,Tillsonburg 초등학교. 다른 도시의 St Joseph 및 St. Thomas 중등학교와 구분. 해당 초등학교 순위 행 없음.,,2026-09-16
London Catholic,Elementary,St. Mary's,West Lorne,1495,6.1,Ranked,St Mary's West Lorne,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1495 1951 — St Mary's West Lorne 6.1 5.2,2026-09-16
London Catholic,Elementary,Holy Family French Immersion,Woodstock,2474,4.4,Ranked,Holy Family Woodstock,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2474 1586 — Holy Family Woodstock 4.4 5.9,2026-09-16
London Catholic,Elementary,St. Michael's,Woodstock,2509,4.3,Ranked,St Michael's Woodstock,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2509 2008 — St Michael's Woodstock 4.3 5.2,2026-09-16
London Catholic,Elementary,St. Patrick's,Woodstock,1567,6.0,Ranked,St Patrick's Woodstock,26,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools-2,,https://www.ldcsb.ca/apps/pages/schools-2,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1567 1070 q St Patrick's Woodstock 6.0 6.5,2026-09-16
London Catholic,Secondary,Catholic Central,London,453,5.6,Ranked,Catholic Central London,16,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,453 390 q Catholic Central London 5.6 5.8,2026-09-16
London Catholic,Secondary,John Paul II,London,654,4.0,Ranked,John Paul II London,18,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,654 559 — John Paul II London 4.0 4.5,2026-09-16
London Catholic,Secondary,Mother Teresa,London,201,7.1,Ranked,Mother Teresa London,14,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,201 152 — Mother Teresa London 7.1 7.3,2026-09-16
London Catholic,Secondary,Regina Mundi,London,649,4.1,Ranked,Regina Mundi London,18,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,649 580 — Regina Mundi London 4.1 4.2,2026-09-16
London Catholic,Secondary,St. André Bessette,London,254,6.8,Ranked,St. Andre Bessette London,14,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,254 248 — St. Andre Bessette London 6.8 6.7,2026-09-16
London Catholic,Secondary,St. Thomas Aquinas,London,111,7.8,Ranked,St. Thomas Aquinas London,13,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,111 144 — St. Thomas Aquinas London 7.8 7.3,2026-09-16
London Catholic,Secondary,Holy Cross,Strathroy,422,5.8,Ranked,Holy Cross Strathroy,16,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,422 461 p Holy Cross Strathroy 5.8 5.3,2026-09-16
London Catholic,Secondary,St. Joseph's,St. Thomas,311,6.5,Ranked,St. Joseph’s St Thomas,15,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,311 279 — St. Joseph’s St Thomas 6.5 6.5,2026-09-16
London Catholic,Secondary,St. Mary's,Woodstock,532,5.2,Ranked,St. Mary’s Woodstock,17,https://www.compareschoolrankings.org/pdf/ontario-secondary-school-rankings-2025.pdf,https://www.ldcsb.ca/apps/pages/schools,,https://www.ldcsb.ca/apps/pages/schools,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,532 458 — St. Mary’s Woodstock 5.2 5.4,2026-09-16
